PLOT_ID,EMBHOR,EMBCIT,ANTTRI,ANTSPI,TMIT1,TMIT2,Pluviorange,grass,HIGHSHURB1,HIGHSHURB2,lowshurb,tree,ROCK1,ROCK2,ASPECT1,ASPECT2,rough,ELEV1,ELEV2,latitude,elevation,longitude,Tmit,aspect,highshurb,rocks,Trange,Annrainf,radiation,RAINGFALL1,RAINGFALL2,LOWSHURB1,LOWSHURB2,TREE1,TREE2
563,0,0,0,0,-0.018522368,0.000357878,0.784691641,-0.248048989,-0.007942007,0.004733897,0.779319448,-0.480702798,-0.001811513,-0.020326624,0.008257048,-0.025108698,-0.688099172,0.013806942,-0.007307899,-0.326459933,0.597539171,-0.802876805,-0.801614187,0.357349943,-0.343715511,-0.078398973,-0.256360144,1.544492751,1.747645389,0.01813135,-0.005249523,0.018007218,-0.026136398,-0.011107281,0.007516378
564,0,0,0,1,-0.027495365,0.017753727,0.055204564,1.262608856,-0.007942007,0.004733897,-0.165047952,-0.480702798,-0.013053065,0.002212009,0.029956819,0.01122811,1.19426494,0.023247105,0.007704516,-0.299851011,1.006092146,-0.803033021,-1.189949079,1.296476302,-0.343715511,-0.564912752,0.025686183,-0.046405813,1.687736721,0.001275575,-0.015740917,-0.003813654,-0.022261172,-0.011107281,0.007516378
565,0,0,0,1,-0.029738614,0.022960395,-0.372128102,-0.176112902,-0.007942007,0.004733897,-0.002225987,-0.480702798,1.72E-02,-0.033714254,-0.032604568,0.033914576,-0.295939982,3.33E-02,0.030436062,-0.288399071,1.441731508,-0.800377343,-1.287032802,-1.411066034,-0.343715511,0.744932036,0.871825163,0.153335652,-0.129492898,-0.008598517,-0.014048179,-5.14E-05,-0.026281223,-1.11E-02,0.007516378
566,0,0,0,1,-0.02861699,0.020314176,-0.410976526,-0.176112902,-0.007942007,0.004733897,-0.97915778,-0.480702798,-0.017376738,0.013774117,-0.015652804,-0.010778597,1.089689156,0.026532907,0.01436175,-0.31312179,1.148295668,-0.798966009,-1.238490941,-0.677424716,-0.343715511,-0.752033436,0.683794278,-0.21613917,0.294860173,-0.009496162,-0.013607127,-0.02262475,0.018788519,-0.011107281,0.007516378
567,0,0,0,1,-0.024130491,0.010587005,0.115635446,0.183567538,-0.007942007,0.004733897,0.974705807,-0.480702798,-0.017376738,0.013774117,-0.033862592,0.038373441,-0.034500522,0.024446683,0.010049236,-0.340875905,1.058007718,-0.798384238,-1.044323495,-1.465511031,-0.343715511,-0.752033436,0.683794278,1.038574817,0.005301607,0.002671912,-0.01551291,0.022521881,-0.021072328,-0.011107281,0.007516378
568,0,0,0,1,-0.020765617,0.004192217,-0.328963186,-0.89547378,-0.007942007,0.004733897,0.974705807,-0.480702798,-0.017376738,0.013774117,0.027653688,0.005144291,0.070075262,0.023820816,0.008813607,-0.363308236,1.030921333,-0.799574714,-0.89869791,1.196801007,-0.343715511,-0.752033436,0.777809721,0.245704357,-0.279264569,-0.007601134,-0.014482103,0.022521881,-0.021072328,-0.011107281,0.007516378
569,0,0,0,1,-0.023008866,0.008369638,0.271029143,0.003727318,-0.007942007,0.004733897,1.137527773,-0.480702798,-0.017376738,0.013774117,0.016603719,-0.016688515,0.043931316,0.024029439,0.009222503,-0.388771963,1.039950128,-0.798933688,-0.995781633,0.718578583,-0.343715511,-0.752033436,0.777809721,1.180175574,-0.039629895,0.006262491,-0.014394816,0.026284101,-0.015315978,-0.011107281,0.007516378
570,0,0,0,1,-0.02861699,0.020314176,-0.320330203,-0.715633561,-0.007942007,0.004733897,0.974705807,-0.480702798,0.00424163,-0.027961962,0.038699376,0.039136316,0.174651046,0.031018288,0.024643042,-0.41315786,1.342414762,-0.799186867,-1.238490941,1.674838172,-0.343715511,0.183569984,1.059856047,0.072219987,-0.493937299,-0.007401658,-0.014561798,0.022521881,-0.021072328,-0.011107281,0.007516378
571,0,0,0,1,-0.027495365,0.017753727,-0.177885981,-0.057418357,-0.007942007,0.004733897,0.105236511,-0.480702798,0.011418928,-0.032932699,-0.02693414,0.015775325,-0.008356576,0.032009245,0.027100326,-0.434444997,1.385301538,-0.796940583,-1.189949079,-1.165660287,-0.343715511,0.49419032,1.059856047,0.263521671,-0.314211293,-0.004110294,-0.015535522,0.00243163,-0.028169384,-0.011107281,0.007516378
572,0,0,0,1,-0.027495365,0.017753727,-0.044074742,-0.715633561,-0.007942007,0.004733897,1.300349738,-0.480702798,-0.004405717,-0.016089869,-0.009576786,-0.019822403,-0.50509155,0.02543764,0.012060513,-0.459369809,1.100894494,-0.797107573,-1.189949079,-0.414465788,-0.343715511,-0.190671384,0.589778836,-0.287877301,0.83903058,-0.001018406,-0.015864082,0.03004632,-0.008162999,-0.011107281,0.007516378
573,0,0,0,1,-0.023008866,0.008369638,0.201965278,-0.535793341,-0.007942007,0.004733897,1.52830049,-0.480702798,-0.017376738,0.013774117,-0.01595679,-0.010229442,-0.50509155,0.021160881,0.003861483,-0.485574544,0.915804196,-0.796703565,-0.995781633,-0.69058066,-0.343715511,-0.752033436,0.589778836,0.099414834,0.809076246,0.004666678,-0.014986287,0.035313427,0.004197508,-0.011107281,0.007516378
574,0,0,0,1,-0.019643993,0.002232162,0.314194059,-0.535793341,-0.007942007,0.004733897,-0.002225987,-0.480702798,2.59E-02,-0.029511885,0.032855062,0.019635499,0.54066629,2.01E-02,0.002051748,-0.511981372,0.870660221,-0.79744694,-0.850156049,1.421906974,-0.343715511,1.119173404,0.965840605,1.241129541,-0.723587196,0.007259874,-0.013948332,-5.14E-05,-0.026281223,-1.11E-02,0.007516378
575,0,0,0,0,-0.034225113,0.034402978,-0.082923166,-0.176112902,-0.007942007,0.004733897,-0.327869918,-0.480702798,0.025859998,-0.029511885,0.032167263,0.017564496,0.200794992,0.034929958,0.034734084,-0.556307119,1.511704669,-0.797619316,-1.481200248,1.392140284,-0.343715511,1.119173404,1.435917816,0.07456437,-0.643708971,-0.001916051,-0.01582719,-0.007575873,-0.016844491,-0.011107281,0.007516378
576,0,0,0,1,-0.035346737,0.03747805,0.232180719,-0.89547378,-0.007942007,0.004733897,0.323417945,-0.480702798,0.025859998,-0.029511885,-0.025385143,0.011377728,-0.792674956,0.03597307,0.037602016,-0.593626973,1.556848644,-0.798109513,-1.52974211,-1.098622551,-0.343715511,1.119173404,1.247886932,0.150522392,0.050233109,0.005364846,-0.014746131,0.007473004,-0.03013144,-0.011107281,0.007516378
577,0,0,0,0,-0.024130491,0.010587005,-0.117455099,-1.25515422,-0.007942007,0.004733897,0.649061876,-0.480702798,0.025859998,-0.029511885,0.030552173,0.012886794,0.253082884,0.025020395,0.011205462,-0.585812707,1.082836904,-0.802715201,-1.044323495,1.322242134,-0.343715511,1.119173404,1.247886932,-0.136899011,-0.878351257,-0.002713957,-0.015754218,0.014997443,-0.028395142,-0.011107281,0.007516378
578,0,1,1,0,0.007274999,-0.019077988,0.404840382,0.507279933,0.061334294,-0.048743631,-0.97915778,-0.480702798,-0.016512004,0.0113331,0.002501632,-0.026868411,-0.452803658,-0.006377274,-0.018930161,-1.327898466,-0.27599675,-0.414517576,0.314848627,0.108266075,2.65443599,-0.714609299,0.965840605,-0.887570571,0.784114301,0.009354378,-0.012818386,-0.02262475,0.018788519,-0.011107281,0.007516378
579,0,0,1,0,0.006153374,-0.019176426,0.53433513,-1.075314,-0.007942007,0.004733897,0.974705807,1.583908369,-0.017376738,0.013774117,0.005184326,-0.026459143,-0.24365209,-0.003456561,-0.018975036,-1.309373267,-0.14959362,-0.416106674,0.266306765,0.22436814,-0.343715511,-0.752033436,0.965840605,-0.6859536,0.953855529,0.012346528,-0.010752155,0.022521881,-0.021072328,0.036598321,-0.046476746
580,0,0,0,0,0.001666875,-0.018712474,0.581816537,-1.075314,-0.007942007,0.004733897,-0.165047952,3.648519537,-0.017376738,0.013774117,0.011949194,-0.0222408,-0.844962848,0.000455109,-0.018119926,-1.258513178,0.019696287,-0.416591483,0.072139319,0.517139246,-0.343715511,-0.752033436,0.965840605,-0.475427972,0.983809863,0.013443649,-0.009861294,-0.003813654,-0.022261172,0.084303924,0.080536914
582,0,0,0,0,-0.003941248,-0.016202697,0.668146368,-0.176112902,-0.007942007,0.004733897,0.160595979,1.583908369,-0.017376738,0.013774117,0.000621962,-0.026727629,0.723673912,0.003271511,-0.016855356,-1.237023948,0.141585021,-0.420653108,-0.170569988,0.026917371,-0.343715511,-0.752033436,1.059856047,-0.53356868,1.527980271,0.015438415,-0.008058375,0.003710785,-0.028904646,0.036598321,-0.046476746
584,0,0,0,0,-0.010670995,-0.010360537,0.970300779,-0.176112902,-0.007942007,0.004733897,0.323417945,-0.480702798,-0.017376738,0.013774117,0.000646385,-0.026731717,0.383802614,0.010938384,-0.010660581,-1.220856502,0.473393239,-0.422565412,-0.461821157,0.027974355,-0.343715511,-0.752033436,1.153871489,0.09988371,1.652789997,0.022420097,0.000113106,0.007473004,-0.03013144,-0.011107281,0.007516378
585,0,0,0,0,-0.02637374,0.015279049,0.612031978,-0.715633561,-0.007942007,0.004733897,-0.165047952,-0.480702798,0.034507346,-0.018879731,0.000143232,-0.026635485,1.638712022,0.020482858,0.002676678,-1.201590296,0.886460612,-0.424025226,-1.141407218,0.006198832,-0.343715511,1.493414772,1.717964143,-0.595460401,1.947340952,0.014141817,-0.009257158,-0.003813654,-0.022261172,-0.011107281,0.007516378
586,0,0,0,1,-0.039833236,0.050636044,0.568867062,-1.003377912,-0.007942007,0.004733897,-0.751207028,-0.480702798,0.056990449,0.038855262,0.002169248,-0.026869156,2.606038024,0.03242649,0.028155093,-1.183738741,1.403359129,-0.425630484,-1.723909556,0.093881095,-0.343715511,2.466442329,2.000010469,-0.779260058,2.017234399,0.013144434,-0.010111347,-0.017357643,0.003775101,-0.011107281,0.007516378
587,0,0,0,0,-0.045441359,0.069013373,-0.225367388,-1.147250088,-0.007942007,0.004733897,-0.97915778,-0.480702798,0.066502531,0.076366218,-0.033837845,0.038284207,3.050485106,0.050002925,0.083417359,-1.159487573,2.164035111,-0.426890988,-1.966618863,-1.464440015,-0.343715511,2.878107833,2.282056796,-0.287408424,-1.786966066,-0.005207415,-0.015282443,-0.02262475,0.018788519,-0.011107281,0.007516378
588,0,0,0,0,0.000545251,-0.01838206,0.896920422,-0.535793341,-0.007942007,0.004733897,0.649061876,-0.480702798,0.008565304,-0.031486839,0.01349385,-0.020637699,-0.269796036,0.001080976,-0.017885859,-0.885988283,0.046782673,-0.409362437,0.023597458,0.583989155,-0.343715511,0.370690668,0.495763394,0.54719206,1.043718532,0.020724546,-0.002137587,0.014997443,-0.028395142,-0.011107281,0.007516378
589,0,0,0,0,-0.006184497,-0.014598393,0.564550571,0.003727318,-0.007942007,0.004733897,0.323417945,-0.480702798,0.00424163,-0.027961962,-0.00027784,-0.02653555,0.383802614,0.002593489,-0.017209439,-0.877971924,0.112241437,-0.411414796,-0.267653711,-0.012024399,-0.343715511,0.183569984,0.589778836,-0.338984859,1.323292319,0.013044696,-0.010193516,0.007473004,-0.03013144,-0.011107281,0.007516378
590,0,0,0,0,-0.003941248,-0.016202697,1.043681136,-0.535793341,-0.007942007,0.004733897,0.974705807,-0.480702798,-8.20E-05,-0.022829638,0.00534855,-0.02641078,0.436090506,3.85E-03,-0.016531156,-0.87265014,0.166414207,-0.413704174,-0.170569988,0.231475475,-0.343715511,-0.0035507,0.589778836,0.791007932,1.133581535,0.024115649,0.002534562,0.022521881,-0.021072328,-0.011107281,0.007516378
591,0,0,0,0,-0.003941248,-0.016202697,1.022098678,1.442449075,-0.007942007,0.004733897,-0.165047952,-0.480702798,-0.017376738,0.013774117,0.00417858,-0.026696662,0.331514722,0.005253424,-0.015639818,-0.869214558,0.227358574,-0.415831948,-0.170569988,0.180841307,-0.343715511,-0.752033436,0.777809721,0.938235208,0.659304574,0.023616957,0.001804643,-0.003813654,-0.022261172,-0.011107281,0.007516378
592,0,1,0,0,-0.007306122,-0.013667584,0.888287439,0.902928416,-0.007942007,0.004733897,-0.002225987,-0.480702798,-8.73E-03,-0.007742653,-0.003916672,-0.024935406,0.462234452,7.76E-03,-0.013719873,-0.873256419,0.335704114,-0.417959723,-0.316195573,-0.169506405,-0.343715511,-0.377792068,0.683794278,0.507806419,0.844022969,0.020525069,-0.002391148,-5.14E-05,-0.026281223,-1.11E-02,0.007516378
593,0,0,0,1,-0.01179262,-0.009086646,0.525702146,1.262608856,-0.007942007,0.004733897,-0.002225987,-0.480702798,-1.74E-02,0.013774117,-0.012842308,-0.015419416,-0.191364198,1.02E-02,-0.011424007,-0.888009214,0.441792456,-0.419742744,-0.510363019,-0.555791574,-0.343715511,-0.752033436,1.059856047,0.276650218,0.085179832,0.012147051,-0.010906448,-5.14E-05,-0.026281223,-1.11E-02,0.007516378
594,0,0,0,1,-0.015157494,-0.004750352,0.525702146,1.622289295,0.005913253,-0.029028878,-0.97915778,-0.480702798,-0.008729391,-0.007742653,0.039805066,0.043208804,0.854393642,0.014276342,-0.006705623,-0.91300139,0.617853959,-0.420502278,-0.655988603,1.722690432,0.255914789,-0.377792068,1.435917816,0.786319165,-0.708610029,0.012147051,-0.010906448,-0.02262475,0.018788519,-0.011107281,0.007516378
595,0,0,0,1,-0.025252116,0.012890142,0.633614436,1.442449075,-0.007942007,0.004733897,-0.165047952,-0.480702798,-0.017376738,0.013774117,-0.013533029,-0.014351862,-0.217508144,0.023507883,0.008205854,-0.923847052,1.01737814,-0.422586959,-1.092865356,-0.585684735,-0.343715511,-0.752033436,1.529933258,0.781630398,-0.439021019,0.014640509,-0.008807905,-0.003813654,-0.022261172,-0.011107281,0.007516378
596,0,0,0,1,-0.031981863,0.028510146,0.525702146,1.262608856,-0.007942007,0.004733897,-0.97915778,-0.480702798,0.008565304,-0.031486839,-0.014982102,-0.01195764,1.272696778,0.031539844,0.025927966,-0.911721467,1.36498675,-0.424515422,-1.384116525,-0.648397961,-0.343715511,0.370690668,1.341902374,-0.014053322,0.464601401,0.012147051,-0.010906448,-0.02262475,0.018788519,-0.011107281,0.007516378
597,0,0,0,1,-0.039833236,0.050636044,0.154483871,-0.89547378,-0.007942007,0.004733897,-0.816335815,-0.480702798,0.056125714,0.035830963,-0.027341535,0.016971654,-0.322083928,0.044787366,0.064811379,-0.890299602,1.938315235,-0.425808247,-1.723909556,-1.183291607,-0.343715511,2.429018192,1.905995027,-0.493714162,-0.344165627,0.003569556,-0.015305178,-0.018862531,0.007785323,-0.011107281,0.007516378
598,0,0,0,1,-0.033103488,0.031413677,0.7544762,1.262608856,-0.007942007,0.004733897,-0.490691883,-0.480702798,-0.004405717,-0.016089869,-0.000353438,-0.026515736,-1.472417552,0.037224804,0.041141902,-0.928360463,1.611021415,-0.426282283,-1.432658387,-0.015296143,-0.343715511,-0.190671384,1.341902374,-0.043123676,1.048710921,0.017433182,-0.006019105,-0.011338092,-0.010031182,-0.011107281,0.007516378
599,0,0,0,1,-0.031981863,0.028510146,0.443688806,1.262608856,-0.007942007,0.004733897,-0.816335815,-0.480702798,0.00424163,-0.027961962,0.023654054,-0.004164133,0.043931316,0.033469601,0.030844175,-0.949782329,1.448503104,-0.427569721,-1.384116525,1.023704159,-0.343715511,0.183569984,1.341902374,-0.605775688,0.799091468,0.010252023,-0.012254354,-0.018862531,0.007785323,-0.011107281,0.007516378
600,0,0,0,1,-0.02861699,0.020314176,0.301244584,0.363407757,-0.007942007,0.004733897,-0.490691883,-0.480702798,-0.017376738,0.013774117,0.035010731,0.026431934,0.514522344,0.03336529,0.030571913,-0.971406288,1.443988706,-0.430521672,-1.238490941,1.515200377,-0.343715511,-0.752033436,1.717964143,-0.124239341,-0.493937299,0.006960659,-0.014088481,-0.011338092,-0.010031182,-0.011107281,0.007516378
601,0,0,0,0,-0.024130491,0.010587005,1.056630611,-0.535793341,-0.007942007,0.004733897,1.625993669,-0.480702798,-0.017376738,0.013774117,-0.000737643,-0.02640623,0.27922683,0.020952258,0.003493574,-0.994310169,0.906775401,-0.42937429,-1.044323495,-0.031923855,-0.343715511,-0.752033436,1.059856047,0.489989105,1.228436927,0.024414863,0.002979604,0.037570758,0.010332846,-0.011107281,0.007516378
602,0,0,0,0,-0.019643993,0.002232162,0.473904247,-1.25515422,0.116755334,0.116079776,-0.816335815,-0.480702798,-0.013053065,0.002212009,-0.003211583,-0.02534859,-0.818818902,0.01584101,-0.004589051,-1.014182654,0.685569922,-0.427930635,-0.850156049,-0.138991435,5.05295719,-0.564912752,1.435917816,0.166464199,-0.244317846,0.010950191,-0.011782574,-0.018862531,0.007785323,-0.011107281,0.007516378
603,0,0,0,0,0.045410236,0.035302401,0.435055823,0.902928416,-0.007942007,0.004733897,-0.97915778,1.878852822,-0.017376738,0.013774117,0.034516477,0.0248327,-0.818818902,-0.041895235,0.02836781,0.101034278,-1.813149107,-0.741182121,1.965271917,1.493809954,-0.343715511,-0.752033436,-0.632421913,1.568405462,-0.414059074,0.010052547,-0.012383831,-0.02262475,0.018788519,0.043413407,-0.039413985
604,0,0,0,0,0.038680488,0.018501135,0.150167379,0.183567538,-0.007942007,0.004733897,-0.97915778,3.058630632,-0.017376738,0.013774117,0.022999695,-0.005535208,-0.191364198,-0.036679675,0.01601036,0.049500545,-1.587429231,-0.741128253,1.674020748,0.99538469,-0.343715511,-0.752033436,-0.538406471,1.133287906,-0.478960132,0.003469818,-0.015330623,-0.02262475,0.018788519,0.070673751,0.025777217
606,0,0,0,0,0.037558864,0.016001121,-0.005226318,0.543247977,-0.007942007,0.004733897,-0.97915778,2.468741727,-0.017376738,0.013774117,0.031750012,0.016331115,0.40994656,-0.032924473,0.00826658,0.016828831,-1.42491092,-0.741828533,1.625478887,1.374082411,-0.343715511,-0.752033436,-0.350375586,0.991218273,-0.878351257,-0.000120761,-0.015853112,-0.02262475,0.018788519,0.057043579,-0.014206416
607,0,0,0,0,0.033072365,0.006858771,0.141534396,-0.89547378,-0.007942007,0.004733897,0.323417945,2.173797274,-0.013053065,0.002212009,0.025457389,-0.000164656,-0.295939982,-0.031255493,0.005134906,-0.020356294,-1.35268056,-0.741532261,1.431311441,1.101749204,-0.343715511,-0.564912752,-0.162344702,1.519642287,-1.103008765,0.003270342,-0.01537974,0.007473004,-0.03013144,0.050228493,-0.028657209
608,0,0,0,0,0.028585867,-0.000911251,0.685412335,0.902928416,-0.007942007,0.004733897,-0.97915778,1.878852822,-0.017376738,0.013774117,0.024613835,-0.002075872,0.122363154,-0.024162332,-0.006046389,-0.061515916,-1.045701528,-0.74081582,1.237143995,1.065241753,-0.343715511,-0.752033436,0.025686183,2.538980183,-1.242795658,0.015837369,-0.00766943,-0.02262475,0.018788519,0.043413407,-0.039413985
609,0,0,0,0,0.015126371,-0.015987343,-0.277165287,0.902928416,-0.007942007,0.004733897,-0.97915778,1.878852822,-0.017376738,0.013774117,0.039933664,0.043690368,1.168120994,-0.016130371,-0.014547432,-0.086171271,-0.698092919,-0.741672317,0.654641657,1.7282559,-0.343715511,-0.752033436,0.307732509,1.249569322,-1.886813847,-0.006404275,-0.014924817,-0.02262475,0.018788519,0.043413407,-0.039413985
610,0,0,0,0,0.009518248,-0.018623799,-0.20378493,1.622289295,0.012840883,-0.041585153,-0.97915778,-0.185758346,-0.017376738,0.013774117,-0.024834009,0.009870765,-0.688099172,-0.010601877,-0.017831555,-0.11507058,-0.45882985,-0.741947042,0.41193235,-1.074770479,0.555729939,-0.752033436,0.213717067,0.609552658,-0.993176205,-0.004708723,-0.015406342,-0.02262475,0.018788519,-0.004292195,-0.011278973
611,0,0,0,0,0.003910125,-0.019115991,-0.057024217,0.866960373,0.047479034,-0.061115395,-0.97915778,-0.480702798,-0.016512004,0.0113331,-0.02159343,0.001622649,-0.165220252,-0.004447517,-0.019025296,-0.1407364,-0.192480396,-0.74306749,0.169223042,-0.934524146,2.054805689,-0.714609299,0.589778836,1.641550223,-1.876829069,-0.001317621,-0.015857103,-0.02262475,0.018788519,-0.011107281,0.007516378
612,0,0,0,1,-0.003941248,-0.016202697,-0.156303523,1.262608856,0.012840883,-0.041585153,-0.97915778,-0.480702798,-0.004405717,-0.016089869,-0.026862009,0.015565234,-0.008356576,0.005357735,-0.01556839,-0.169568345,0.231872971,-0.743185999,-0.170569988,-1.162538584,0.555729939,-0.190671384,0.871825163,1.430555719,-1.921760571,-0.003611602,-0.015626922,-0.02262475,0.018788519,-0.011107281,0.007516378
613,0,0,0,1,-0.01179262,-0.009086646,-0.808093751,-0.355953121,-0.007942007,0.004733897,-0.165047952,-0.480702798,0.025859998,-0.029511885,-0.0222563,0.003224638,2.919765376,0.018031545,-0.00134416,-0.135818802,0.78037227,-0.746240298,-0.510363019,-0.963211932,-0.343715511,1.119173404,0.965840605,0.041743003,-1.667148728,-0.018672087,-0.00635338,-0.003813654,-0.022261172,-0.011107281,0.007516378
614,0,0,0,1,-0.015157494,-0.004750352,-1.028234822,0.902928416,-0.007942007,0.004733897,-0.165047952,-0.480702798,-0.004405717,-0.016089869,-0.01765911,-0.006983897,-0.322083928,0.012294429,-0.009145913,-0.160945707,0.532080406,-0.745243746,-0.655988603,-0.764253963,-0.343715511,-0.190671384,0.777809721,-1.233132681,-0.743556752,-0.023758741,-0.000177645,-0.003813654,-0.022261172,-0.011107281,0.007516378
615,0,0,0,1,-0.005062872,-0.01544343,0.063837548,1.082768636,0.040551404,-0.062976164,-0.97915778,-0.480702798,-0.017376738,0.013774117,-0.03418892,0.039555833,-0.295939982,0.006505158,-0.0147335,-0.183243309,0.281531344,-0.74134911,-0.21911185,-1.479633898,1.754990539,-0.752033436,0.589778836,1.055923254,-1.028122929,0.001475052,-0.015715435,-0.02262475,0.018788519,-0.011107281,0.007516378
616,0,0,0,0,0.0027885,-0.018957118,-0.151987031,1.622289295,-0.007942007,0.004733897,-0.97915778,-0.480702798,-8.20E-05,-0.022829638,-0.031240445,0.02925799,0.253082884,4.63E-03,-0.016052735,-0.154613457,0.200272188,-0.740341784,0.120681181,-1.352029278,-0.343715511,-0.0035507,0.777809721,1.237378528,-1.916768182,-0.003511864,-0.01564343,-0.02262475,0.018788519,-0.011107281,0.007516378
617,0,0,0,0,0.008396623,-0.018893778,-0.277165287,-1.25515422,-0.007942007,0.004733897,0.323417945,3.058630632,-0.017376738,0.013774117,0.038505435,0.038434556,0.54066629,-0.006220807,-0.018947376,-0.131979033,-0.269225154,-0.739118987,0.363390488,1.666444755,-0.343715511,-0.752033436,0.589778836,0.895098554,-1.831897567,-0.006404275,-0.014924817,0.007473004,-0.03013144,0.070673751,0.025777217
618,0,0,0,0,0.005031749,-0.019189094,0.197648786,1.262608856,-0.007942007,0.004733897,-0.97915778,1.288963917,-0.017376738,0.013774117,-0.014667218,-0.012495711,-1.341697822,-0.006168652,-0.018952742,-2.031384447,-0.266967955,1.581873486,0.217764904,-0.634770341,-0.343715511,-0.752033436,0.025686183,0.075502123,0.075195054,0.00456694,-0.015018231,-0.02262475,0.018788519,0.029783235,-0.049845491
619,0,0,0,0,0.003910125,-0.019115991,0.145850888,-0.89547378,0.089044814,0.010600803,-0.97915778,0.699075012,-0.017376738,0.013774117,0.000946893,-0.026777151,-1.315553876,-0.004916917,-0.019025629,-2.035426309,-0.212795185,1.579713391,0.169223042,0.040979799,3.85369659,-0.752033436,0.119701625,0.207725346,-0.22434829,0.00337008,-0.015355477,-0.02262475,0.018788519,0.016153063,-0.045500932
620,0,0,0,0,0.0027885,-0.018957118,0.037938598,-0.89547378,-0.007942007,0.004733897,1.625993669,0.109186107,-0.017376738,0.013774117,0.005741169,-0.026284257,0.749817858,-0.00382165,-0.019001377,-2.042028016,-0.165394011,1.577569456,0.120681181,0.248467285,-0.343715511,-0.752033436,0.589778836,0.595017481,-1.432506443,0.000876622,-0.01578479,0.037570758,0.010332846,0.002522891,-0.026380309
621,0,0,0,0,0.000545251,-0.01838206,0.12426843,-1.25515422,0.047479034,-0.061115395,0.323417945,0.699075012,-0.017376738,0.013774117,-0.025940867,0.012927908,1.71714386,-0.000535847,-0.018435667,-2.033809564,-0.023190489,1.57551171,0.023597458,-1.122673272,2.054805689,-0.752033436,0.589778836,0.502648776,-1.028122929,0.002871388,-0.015470883,0.007473004,-0.03013144,0.016153063,-0.045500932
622,0,0,0,0,-0.003941248,-0.016202697,0.024989123,-1.25515422,0.033623774,-0.061953524,-0.653513849,3.058630632,-0.017376738,0.013774117,-0.030055221,0.025362735,-0.400515766,0.003323667,-0.016826815,-2.034348479,0.143842219,1.573335454,-0.170569988,-1.300734964,1.455175389,-0.752033436,0.683794278,0.639560765,-1.452475999,0.000577407,-0.015811491,-0.015100312,-0.001821244,0.070673751,0.025777217
623,0,0,0,0,-0.007306122,-0.013667584,0.163116854,-1.25515422,-0.007942007,0.004733897,1.300349738,1.288963917,-0.017376738,0.013774117,-0.015511566,-0.011030611,-1.210978092,0.006087913,-0.015047529,-2.04209538,0.263473754,1.57124,-0.316195573,-0.671312184,-0.343715511,-0.752033436,0.401747952,-0.225047826,0.404692732,0.003769033,-0.015252516,0.03004632,-0.008162999,0.029783235,-0.049845491
624,0,0,0,1,-0.015157494,-0.004750352,0.115635446,-1.25515422,-0.007942007,0.004733897,1.951637601,0.109186107,-0.017376738,0.013774117,-0.033296118,0.036346133,0.122363154,0.014276342,-0.006705623,-2.065538176,0.617853959,1.569860987,-0.655988603,-1.440995054,-0.343715511,-0.752033436,0.589778836,-0.104077644,0.100156999,0.002671912,-0.01551291,0.045095197,0.034415206,0.002522891,-0.026380309
625,0,0,0,1,-0.017400743,-0.001430636,-0.359178627,-0.535793341,-0.007942007,0.004733897,0.811883841,-0.480702798,0.00424163,-0.027961962,0.039035632,0.040361917,0.566810236,0.018761723,-0.000189499,-2.087970507,0.811973053,1.57105685,-0.753072326,1.68939071,-0.343715511,0.183569984,0.495763394,-1.085905405,0.234951504,-0.008299303,-0.014184561,0.018759662,-0.025432049,-0.011107281,0.007516378
626,0,0,0,1,-0.017400743,-0.001430636,-0.212417913,0.183567538,-0.007942007,0.004733897,0.974705807,-0.480702798,-0.017376738,0.013774117,-0.025472441,0.011619204,0.226938938,0.019856991,0.001610958,-2.102184386,0.859374227,1.572931446,-0.753072326,-1.102400639,-0.343715511,-0.752033436,0.401747952,-1.01885604,0.829045802,-0.0049082,-0.015358555,0.022521881,-0.021072328,-0.011107281,0.007516378
627,0,0,0,0,-0.021887242,0.006238042,-0.281481779,-0.89547378,-0.007942007,0.004733897,1.137527773,-0.480702798,0.00424163,-0.027961962,-0.032954443,0.035138813,-0.609667334,0.021473814,0.004418935,-2.118284468,0.929347389,1.574752175,-0.947239772,-1.426208007,-0.343715511,0.183569984,0.495763394,-0.922736321,0.609380683,-0.006504013,-0.014891174,0.026284101,-0.015315978,-0.011107281,0.007516378
628,0,0,0,1,-0.029738614,0.022960395,-0.03975825,-0.176112902,-0.007942007,0.004733897,-0.327869918,-0.480702798,0.025859998,-0.029511885,-0.02345159,0.006224082,-0.400515766,0.029557932,0.021144367,-2.178777661,1.279213197,1.577854955,-1.287032802,-1.014941879,-0.343715511,1.119173404,0.589778836,-0.633439412,1.028741365,-0.000918668,-0.015865226,-0.007575873,-0.016844491,-0.011107281,0.007516378
629,0,0,0,1,-0.024130491,0.010587005,0.007723157,-0.057418357,-0.007942007,0.004733897,0.105236511,-0.480702798,0.011418928,-0.032932699,-0.025561307,0.011865799,-1.106402308,0.026480752,0.014250304,-2.152977112,1.14603847,1.577149288,-1.044323495,-1.106246593,-0.343715511,0.49419032,0.683794278,-0.317416532,0.229959115,0.000178454,-0.01583882,0.00243163,-0.028169384,-0.011107281,0.007516378
